140 2485
432537 63560 170831857
432537 364093 179360748
432537 125212 139646085
432537 465220 74916571
432537 353440 36628950
432537 261571 96261996
432537 281547 178390568
432537 465183 86562872
432537 28466 190509025
432537 418674 179308385
432537 99331 150128155
432537 187031 204530122
432537 245489 101169483
432537 66773 210877845
432537 15755 213091852
432537 152740 210289746
432537 485535 74069965
432537 343140 166623283
432537 139455 211461322
432537 145672 229000036
432537 92777 177743320
432537 266397 112030443
432537 342722 82614414
432537 99002 192553062
432537 148835 147781702
432537 423917 72317988
135402 462121 163575622
135402 454344 172488100
135402 107234 58281619
135402 343055 126054363
135402 221979 83772675
135402 133719 92416106
135402 349305 137602823
135402 252641 124419396
135402 410343 139548841
135402 350003 138821526
135402 183722 26036152
135402 25815 113120820
135402 146499 34885247
135402 331850 122391280
135402 437632 151133894
135402 359467 105635723
135402 53976 87138962
135402 38562 94114052
135402 63560 90259783
135402 364093 128385320
135402 125212 100956756
135402 465220 156961223
135402 353440 152414543
135402 261571 82077537
135402 281547 83987744
135402 465183 153613120
135402 28466 73125644
135402 418674 153168818
135402 99331 107752100
135402 187031 62540128
135402 245489 83727085
135402 66773 34490133
135402 15755 57819442
135402 152740 54749403
135402 485535 167388253
135402 343140 111142430
135402 139455 48656861
135402 145672 73989396
135402 92777 32045972
135402 266397 68488049
135402 342722 104052364
135402 99002 16927963
135402 148835 43997549
135402 423917 139379763
462121 454344 25781796
462121 107234 163973599
462121 343055 61355652
462121 221979 114495741
462121 133719 157337864
462121 349305 67929010
462121 252641 196619844
462121 410343 26786142
462121 350003 68712540
462121 183722 147771557
462121 25815 263210971
462121 146499 148797476
462121 331850 66690407
462121 437632 13150133
462121 359467 90529137
462121 53976 190497617
462121 38562 194843880
462121 63560 236596817
462121 364093 48780488
462121 125212 227199074
462121 465220 97755689
462121 353440 176475187
462121 261571 149019440
462121 281547 85503903
462121 465183 86170794
462121 28466 232489880
462121 418674 26844506
462121 99331 238237538
462121 187031 128835453
462121 245489 158594844
462121 66773 191002294
462121 15755 219838280
462121 152740 143111976
462121 485535 103865381
462121 343140 56532218
462121 139455 148788015
462121 145672 148948563
462121 92777 194041069
462121 266397 128646162
462121 342722 110897301
462121 99002 177575180
462121 148835 181412534
462121 423917 97952134
454344 107234 160828072
454344 343055 51913353
454344 221979 108847044
454344 133719 144279534
454344 349305 50112475
454344 252641 215863716
454344 410343 37913538
454344 350003 50636774
454344 183722 158967533
454344 25815 275997646
454344 146499 152045489
454344 331850 57707820
454344 437632 29395615
454344 359467 109773009
454344 53976 184638410
454344 38562 188984673
454344 63560 249383492
454344 364093 45725394
454344 125212 240254193
454344 465220 120040056
454344 353440 195785655
454344 261571 163900005
454344 281547 89825040
454344 465183 108455161
454344 28466 243685856
454344 418674 19319282
454344 99331 251292657
454344 187031 125773429
454344 245489 173475409
454344 66773 196120772
454344 15755 228750758
454344 152740 142296427
454344 485535 126149748
454344 343140 63625849
454344 139455 148830973
454344 145672 142577768
454344 92777 204534072
454344 266397 143523210
454344 342722 130141173
454344 99002 186487658
454344 148835 192608510
454344 423917 120236501
107234 343055 111643845
107234 221979 54940796
107234 133719 40024493
107234 349305 119238365
107234 252641 179555725
107234 410343 140116560
107234 350003 120457068
107234 183722 74291890
107234 25815 157315724
107234 146499 29622246
107234 331850 107041046
107234 437632 151818863
107234 359467 140889151
107234 53976 34847192
107234 38562 41389424
107234 63560 137031475
107234 364093 119437060
107234 125212 154878523
107234 465220 192995457
107234 353440 202831251
107234 261571 132494245
107234 281547 81438727
107234 465183 188898999
107234 28466 111995365
107234 418674 143114125
107234 99331 161331234
107234 187031 37369340
107234 245489 134502211
107234 66773 49247350
107234 15755 85138133
107234 152740 21527199
107234 485535 203422487
107234 343140 108764742
107234 139455 19298686
107234 145672 28825723
107234 92777 80405585
107234 266397 114592492
107234 342722 145202330
107234 99002 57249758
107234 148835 100366773
107234 423917 175413997
343055 221979 58782678
343055 133719 98919479
343055 349305 16379473
343055 252641 194212046
343055 410343 42164128
343055 350003 17598176
343055 183722 118361475
343055 25815 238613750
343055 146499 104425282
343055 331850 6401533
343055 437632 51464346
343055 359467 104443432
343055 53976 135095160
343055 38562 139441423
343055 63560 211999596
343055 364093 15721256
343055 125212 209086101
343055 465220 129519644
343055 353440 191772393
343055 261571 137314536
343055 281547 42749506
343055 465183 122506872
343055 28466 199180007
343055 418674 36781726
343055 99331 220124565
343055 187031 76643439
343055 245489 146889940
343055 66773 148500565
343055 15755 182317021
343055 152740 93166437
343055 485535 139139804
343055 343140 30510716
343055 139455 99700983
343055 145672 92044864
343055 92777 158100335
343055 266397 115779415
343055 342722 121473173
343055 99002 140053921
343055 148835 158404567
343055 423917 127920684
221979 133719 48531649
221979 349305 64866533
221979 252641 182395266
221979 410343 92017026
221979 350003 66085236
221979 183722 80728188
221979 25815 194104217
221979 146499 54953638
221979 331850 52669214
221979 437632 103241887
221979 359467 114501580
221979 53976 77973998
221979 38562 82320261
221979 63560 172145499
221979 364093 67456032
221979 125212 180237192
221979 465220 158807100
221979 353440 194362243
221979 261571 129094658
221979 281547 36570873
221979 465183 151794328
221979 28466 154066618
221979 418674 91133097
221979 99331 187859853
221979 187031 23830224
221979 245489 135246009
221979 66773 95988666
221979 15755 131726863
221979 152740 38267131
221979 485535 168427260
221979 343140 62016062
221979 139455 45723745
221979 145672 35379469
221979 92777 113063532
221979 266397 106633482
221979 342722 126225821
221979 99002 92788030
221979 148835 120771280
221979 423917 147794111
133719 349305 98064033
133719 252641 208760663
133719 410343 137490456
133719 350003 99282736
133719 183722 102844884
133719 25815 195104333
133719 146499 59783017
133719 331850 92806015
133719 437632 147446558
133719 359467 159293954
133719 53976 44798988
133719 38562 48655467
133719 63560 174820084
133719 364093 110903672
133719 125212 191907410
133719 465220 205290951
133719 353440 228785543
133719 261571 159967386
133719 281547 84300707
133719 465183 198278179
133719 28466 149783974
133719 418674 132606134
133719 99331 198702754
133719 187031 48553330
133719 245489 161975352
133719 66773 87035959
133719 15755 122926742
133719 152740 42492472
133719 485535 214911111
133719 343140 109761768
133719 139455 45071499
133719 145672 20651721
133719 92777 118046795
133719 266397 138723498
133719 342722 167727802
133719 99002 95038367
133719 148835 134150463
133719 423917 193290855
349305 252641 209889736
349305 410343 53786233
349305 350003 1218703
349305 183722 130303388
349305 25815 250555663
349305 146499 115449101
349305 331850 17693405
349305 437632 59419441
349305 359467 119113264
349305 53976 138422909
349305 38562 142769172
349305 63560 223941509
349305 364093 27343361
349305 125212 224763791
349305 465220 141141749
349305 353440 206744871
349305 261571 152992226
349305 281547 55799944
349305 465183 134128977
349305 28466 210728467
349305 418674 41255256
349305 99331 235802255
349305 187031 86674261
349305 245489 162567630
349305 66773 159524954
349305 15755 193495315
349305 152740 102203379
349305 485535 150761909
349305 343140 46188406
349305 139455 109659993
349305 145672 98046257
349305 92777 169648795
349305 266397 131457105
349305 342722 136445651
349305 99002 151286855
349305 148835 170346480
349305 423917 139542789
252641 410343 182067049
252641 350003 211108439
252641 183722 108287866
252641 25815 104313763
252641 146499 152176681
252641 331850 195139574
252641 437632 188902356
252641 359467 106454214
252641 53976 206982008
252641 38562 213782467
252641 63560 94655492
252641 364093 187732980
252641 125212 61315908
252641 465220 125069062
252641 353440 47989602
252641 261571 57888093
252641 281547 160851578
252641 465183 134238263
252641 28466 121137816
252641 418674 203540981
252641 99331 71797978
252641 187031 168644403
252641 245489 51339881
252641 66773 149668291
252641 15755 146533272
252641 152740 166753194
252641 485535 129114075
252641 343140 168490530
252641 139455 167689048
252641 145672 188611063
252641 92777 114433623
252641 266397 80198363
252641 342722 87947937
252641 99002 133344432
252641 148835 84472005
252641 423917 112092214
410343 350003 55004936
410343 183722 123744776
410343 25815 240660163
410343 146499 124770695
410343 331850 46894379
410343 437632 14578330
410343 359467 78343372
410343 53976 167384829
410343 38562 171731092
410343 63560 214046009
410343 364093 27150421
410343 125212 204916710
410343 465220 92503733
410343 353440 164356018
410343 261571 128562522
410343 281547 61646864
410343 465183 83148126
410343 28466 208463099
410343 418674 24101549
410343 99331 215955174
410343 187031 105675367
410343 245489 138137926
410343 66773 166975513
410343 15755 195811499
410343 152740 119254937
410343 485535 100842713
410343 343140 32675179
410343 139455 124930976
410343 145672 126400559
410343 92777 170014288
410343 266397 108185727
410343 342722 98711536
410343 99002 153548399
410343 148835 157385753
410343 423917 91798415
350003 183722 131522091
350003 25815 251774366
350003 146499 116667804
350003 331850 18912108
350003 437632 60638144
350003 359467 120331967
350003 53976 139641612
350003 38562 143987875
350003 63560 225160212
350003 364093 28562064
350003 125212 225982494
350003 465220 142360452
350003 353440 207963574
350003 261571 154210929
350003 281547 57018647
350003 465183 135347680
350003 28466 211947170
350003 418674 42038786
350003 99331 237020958
350003 187031 87892964
350003 245489 163786333
350003 66773 160743657
350003 15755 194714018
350003 152740 103422082
350003 485535 151980612
350003 343140 47407109
350003 139455 110878696
350003 145672 99264960
350003 92777 170867498
350003 266397 132675808
350003 342722 137664354
350003 99002 152505558
350003 148835 171565183
350003 423917 140761492
183722 25815 120539574
183722 146499 45181049
183722 331850 115091845
183722 437632 135329829
183722 359467 85375685
183722 53976 105237940
183722 38562 112213030
183722 63560 93925420
183722 364093 118526649
183722 125212 100268080
183722 465220 134893171
183722 353440 132510702
183722 261571 62173696
183722 281547 75611969
183722 465183 131545068
183722 28466 86124109
183722 418674 140073748
183722 99331 107418964
183722 187031 63757818
183722 245489 64181662
183722 66773 60482861
183722 15755 77367916
183722 152740 60837415
183722 485535 145320201
183722 343140 99853497
183722 139455 60693416
183722 145672 82695284
183722 92777 49240685
183722 266397 46419997
183722 342722 81984312
183722 99002 42158078
183722 148835 40330391
183722 423917 117311711
25815 146499 143048498
25815 331850 235344120
25815 437632 251964432
25815 359467 178006581
25815 53976 173405621
25815 38562 176338220
25815 63560 27840809
25815 364093 238407704
25815 125212 47654123
25815 465220 215420505
25815 353440 149119426
25815 261571 122523324
25815 281547 195864244
25815 465183 218912680
25815 28466 46986229
25815 418674 257510963
25815 99331 33722280
25815 187031 172297654
25815 245489 113526683
25815 66773 108500716
25815 15755 83120941
25815 152740 161633148
25815 485535 221281286
25815 343140 218996489
25815 139455 155503079
25815 145672 180835614
25815 92777 82476320
25815 266397 135735256
25815 342722 163750421
25815 99002 106164132
25815 148835 85120457
25815 423917 199290178
146499 331850 100762199
146499 437632 136355748
146499 359467 111778310
146499 53976 61896379
146499 38562 68511784
146499 63560 121231344
146499 364093 109934338
146499 125212 134376551
146499 465220 163884616
146499 353440 173720410
146499 261571 103383404
146499 281547 66990224
146499 465183 159914818
146499 28466 103010899
146499 418674 134331542
146499 99331 141171895
146499 187031 31897725
146499 245489 105391370
146499 66773 45898508
146499 15755 81382690
146499 152740 20842128
146499 485535 174311646
146499 343140 95734328
146499 139455 16023772
146499 145672 41356307
146499 92777 62007813
146499 266397 85481651
146499 342722 116091489
146499 99002 41732311
146499 148835 76619604
146499 423917 146303156
331850 437632 56799101
331850 359467 106792698
331850 53976 128981696
331850 38562 133327959
331850 63560 208729966
331850 364093 20451507
331850 125212 210013629
331850 465220 134249895
331850 353440 193461008
331850 261571 138242064
331850 281547 40145723
331850 465183 127237123
331850 28466 195516924
331850 418674 42116481
331850 99331 221052093
331850 187031 72980356
331850 245489 147817468
331850 66773 144837482
331850 15755 178653938
331850 152740 89503354
331850 485535 143870055
331850 343140 33289153
331850 139455 96037900
331850 145672 85931400
331850 92777 154437252
331850 266397 116706943
331850 342722 123161788
331850 99002 136390838
331850 148835 155134937
331850 423917 132650935
437632 359467 82811649
437632 53976 179087132
437632 38562 183433395
437632 63560 225350278
437632 364093 37526634
437632 125212 216220979
437632 465220 93166803
437632 353440 168824295
437632 261571 138616849
437632 281547 73349167
437632 465183 82318040
437632 28466 220048152
437632 418674 21797563
437632 99331 227259443
437632 187031 117377670
437632 245489 148192253
437632 66773 178560566
437632 15755 207396552
437632 152740 130957240
437632 485535 100012627
437632 343140 44509590
437632 139455 136633279
437632 145672 137694709
437632 92777 181599341
437632 266397 118243571
437632 342722 103179813
437632 99002 165133452
437632 148835 168970806
437632 423917 93160296
359467 53976 172984149
359467 38562 177883486
359467 63560 152929674
359467 364093 92798964
359467 125212 138445003
359467 465220 53000209
359467 353440 90594137
359467 261571 59001910
359467 281547 85031113
359467 465183 48996028
359467 28466 154780736
359467 418674 97840684
359467 99331 149507744
359467 187031 112782639
359467 245489 68577314
359467 66773 139547914
359467 15755 159065336
359467 152740 121420247
359467 485535 63427239
359467 343140 75960261
359467 139455 124410750
359467 145672 139144354
359467 92777 123429867
359467 266397 44156671
359467 342722 20731671
359467 99002 122563686
359467 148835 100247443
359467 423917 35917062
53976 38562 8084175
53976 63560 155248664
53976 364093 144503383
53976 125212 177293870
53976 465220 224821090
53976 353440 235062817
53976 261571 164725811
53976 281547 108706996
53976 465183 217808318
53976 28466 126736571
53976 418674 168180448
53976 99331 179911148
53976 187031 65026286
53976 245489 166733777
53976 66773 67427911
53976 15755 93973134
53976 152740 52117480
53976 485535 234441250
53976 343140 136033011
53976 139455 50614325
53976 145672 44276168
53976 92777 101271104
53976 266397 146866625
53976 342722 177476463
53976 99002 78401771
53976 148835 124984249
53976 423917 207508995
38562 63560 158181263
38562 364093 148849646
38562 125212 180926002
38562 465220 229167353
38562 353440 241720789
38562 261571 171383783
38562 281547 113053259
38562 465183 222154581
38562 28466 129669170
38562 418674 172526711
38562 99331 183543280
38562 187031 69372549
38562 245489 173391749
38562 66773 71794067
38562 15755 94413079
38562 152740 56913687
38562 485535 238787513
38562 343140 140379274
38562 139455 56261626
38562 145672 48622431
38562 92777 107335572
38562 266397 153482030
38562 342722 184091868
38562 99002 85001764
38562 148835 131784708
38562 423917 212408332
63560 364093 211793550
63560 125212 35037533
63560 465220 192687737
63560 353440 139461155
63560 261571 97718869
63560 281547 169250090
63560 465183 193905784
63560 28466 37140460
63560 418674 230896809
63560 99331 29918869
63560 187031 150480500
63560 245489 88727511
63560 66773 90001485
63560 15755 68340306
63560 152740 139815994
63560 485535 198548518
63560 343140 192382335
63560 139455 133685925
63560 145672 159018460
63560 92777 60659166
63560 266397 109121102
63560 342722 138743525
63560 99002 84346978
63560 148835 58506303
63560 423917 176016356
364093 125212 203807372
364093 465220 114505937
364093 353440 180430571
364093 261571 132035807
364093 281547 45722260
364093 465183 107493165
364093 28466 201510964
364093 418674 26406112
364093 99331 214845836
364093 187031 84382417
364093 245489 141611211
364093 66773 153735172
364093 15755 184647978
364093 152740 100905415
364093 485535 124126097
364093 343140 21799548
364093 139455 106839612
364093 145672 101908854
364093 92777 160431292
364093 266397 110500686
364093 342722 110131351
364093 99002 142384878
364093 148835 154611466
364093 423917 112906977
125212 465220 170770718
125212 353440 106121571
125212 261571 81682177
125212 281547 171607685
125212 465183 178234019
125212 28466 68953359
125212 418674 222910631
125212 99331 14402580
125212 187031 161132630
125212 245489 72685536
125212 66773 112618712
125212 15755 97836077
125212 152740 154208457
125212 485535 176631499
125212 343140 184396157
125212 139455 148148165
125212 145672 173480700
125212 92777 79863208
125212 266397 99456339
125212 342722 123732179
125212 99002 101559905
125212 148835 61483663
125212 423917 155552446
465220 353440 88992521
465220 261571 96094905
465220 281547 124712105
465220 465183 13720524
465220 28466 198434452
465220 418674 110697577
465220 99331 183078502
465220 187031 162431878
465220 245489 105649507
465220 66773 190765346
465220 15755 207254818
465220 152740 173526553
465220 485535 10794886
465220 343140 104428186
465220 139455 176517056
465220 145672 189595167
465220 92777 170899267
465220 266397 91626071
465220 342722 56957420
465220 99002 172440563
465220 148835 146017812
465220 423917 21418866
353440 261571 71168682
353440 281547 166578891
353440 465183 100342871
353440 28466 161749716
353440 418674 183853330
353440 99331 116603641
353440 187031 185495857
353440 245489 72530494
353440 66773 184269713
353440 15755 184332543
353440 152740 188296923
353440 485535 90812574
353440 343140 163289222
353440 139455 189232777
353440 145672 208635943
353440 92777 149104331
353440 266397 91049895
353440 342722 73100683
353440 99002 165944930
353440 148835 119142713
353440 423917 81524378
261571 281547 105238675
261571 465183 97212261
261571 28466 106405351
261571 418674 150036454
261571 99331 92744918
261571 187031 117894988
261571 245489 11776254
261571 66773 114615849
261571 15755 121169238
261571 152740 117959917
261571 485535 105737037
261571 343140 112483587
261571 139455 118895771
261571 145672 139817786
261571 92777 84813687
261571 266397 24585460
261571 342722 42050002
261571 99002 96291066
261571 148835 54936966
261571 423917 78845292
281547 465183 117699333
281547 28466 157113388
281547 418674 70505758
281547 99331 181940254
281547 187031 46997534
281547 245489 113056413
281547 66773 109337596
281547 15755 140250402
281547 152740 60577104
281547 485535 134332265
281547 343140 30295046
281547 139455 66253143
281547 145672 70340716
281547 92777 116033716
281547 266397 82777499
281547 342722 97080929
281547 99002 97987302
281547 148835 115655061
281547 423917 115850542
465183 28466 198006882
465183 418674 101136486
465183 99331 189957179
465183 187031 155419106
465183 245489 108361809
465183 66773 187417243
465183 15755 203906715
465183 152740 168650030
465183 485535 19615544
465183 343140 97415414
465183 139455 171726717
465183 145672 182582395
465183 92777 167551164
465183 266397 88277968
465183 342722 56529850
465183 99002 169092460
465183 148835 144368740
465183 423917 24609133
28466 418674 224792071
28466 99331 65098368
28466 187031 132260055
28466 245489 98342816
28466 66773 63180357
28466 15755 36729275
28466 152740 120084364
28466 485535 208262154
28466 343140 184268074
28466 139455 113954295
28466 145672 138761097
28466 92777 43121821
28466 266397 110972164
28466 342722 142844623
28466 99002 64145108
28466 148835 57430972
28466 423917 180732028
418674 99331 233949095
418674 187031 108059482
418674 245489 159611858
418674 66773 178406825
418674 15755 209431476
418674 152740 124582480
418674 485535 118831073
418674 343140 44306567
418674 139455 131117026
418674 145672 125585919
418674 92777 185214790
418674 266397 129237634
418674 342722 118208848
418674 99002 167168376
418674 148835 173714725
418674 423917 109992259
99331 187031 167927974
99331 245489 83748277
99331 66773 115235990
99331 15755 96386076
99331 152740 161003801
99331 485535 188939283
99331 343140 195434621
99331 139455 154943509
99331 145672 180276044
99331 92777 84663807
99331 266397 110494803
99331 342722 134794920
99331 99002 108355249
99331 148835 68279007
99331 423917 167860230
187031 245489 121495146
187031 66773 74567275
187031 15755 110305472
187031 152740 16845740
187031 485535 172052038
187031 343140 74323549
187031 139455 24302354
187031 145672 28682222
187031 92777 91256969
187031 266397 95433812
187031 342722 123108288
187031 99002 70981467
187031 148835 102974260
187031 423917 146768342
245489 66773 113148095
245489 15755 114338264
245489 152740 119967883
245489 485535 113597286
245489 343140 122058991
245489 139455 120903737
245489 145672 141825752
245489 92777 77982713
245489 266397 32403198
245489 342722 53199550
245489 99002 94823312
245489 148835 48021095
245489 423917 88399894
66773 15755 36323125
66773 152740 58725134
66773 485535 201192376
66773 343140 138081700
66773 139455 52595065
66773 145672 76013082
66773 92777 37495754
66773 266397 102292172
66773 342722 137856487
66773 99002 20153425
66773 148835 67281324
66773 423917 173183886
15755 152740 94463331
15755 485535 217681848
15755 343140 167405088
15755 139455 88333262
15755 145672 111903865
15755 92777 36355551
15755 266397 118506746
15755 342722 154071061
15755 99002 43906093
15755 148835 68402207
15755 423917 189673358
152740 485535 183953583
152740 343140 87903119
152740 139455 8460213
152740 145672 22329846
152740 92777 80592463
152740 266397 99247153
152740 342722 129854095
152740 99002 58344754
152740 148835 96269487
152740 423917 155945093
485535 343140 114048346
485535 139455 186944086
485535 145672 199215327
485535 92777 181326297
485535 266397 102053101
485535 342722 66785122
485535 99002 182867593
485535 148835 155845514
485535 423917 31699649
343140 139455 93579158
343140 145672 96399595
343140 92777 143188402
343140 266397 90948466
343140 342722 92990002
343140 99002 125141988
343140 148835 135200251
343140 423917 101534745
139455 145672 26644789
139455 92777 74462394
139455 266397 100418729
139455 342722 131028567
139455 99002 52214685
139455 148835 90391218
139455 423917 158935596
145672 92777 99794929
145672 266397 118573898
145672 342722 147578202
145672 99002 77547220
145672 148835 115723753
145672 423917 173669200
92777 266397 82151195
92777 342722 117715510
92777 99002 25533361
92777 148835 32046656
92777 423917 153317807
266397 342722 37653436
266397 99002 83967389
266397 148835 57331060
266397 423917 74044611
342722 99002 119531704
342722 148835 90427983
342722 423917 39254996
99002 148835 50957465
99002 423917 154859103
148835 423917 128315388
417496 489597 34728412
414824 489701 35765947
340933 489340 66073255
383454 489859 46910767
281627 489541 93616622
388675 489455 46537316
486445 489941 1200461
477015 489614 6514862
250350 489691 107518368
415616 489839 32319086
456692 489597 16638274
458687 489485 15860181
353409 489902 61705595
162518 116 73376139
454183 489883 15974045
11816 618 5644671
362528 489941 57375070
24321 530 10790070
76809 502 34558157
434850 489450 24694946
122181 369 55600931
260686 489541 105649010
219297 199 97896746
24028 233 12248142
432537 489941 25067161
135402 293 59009284
462121 489423 13041751
454344 489340 17515605
107234 131 49375167
343055 489368 65791036
221979 68 99848063
133719 8 62826845
349305 489340 63998822
252641 489941 105353503
410343 489434 37590152
350003 489340 64523121
183722 354 82787456
25815 618 11406363
146499 199 66802616
331850 489368 71535763
437632 489434 23954143
359467 489655 58236081
53976 68 25611977
38562 68 18289321
63560 564 29329319
364093 489368 56026610
125212 651 55947658
465220 489722 11535403
353440 489941 60502450
261571 489784 103242442
281547 489455 95796289
465183 489691 11413565
28466 466 12859354
418674 489368 29620498
99331 651 42015815
187031 116 86267503
245489 489784 109065923
66773 286 30819128
15755 354 6631976
152740 131 70902366
485535 489735 2190351
343140 489434 67336228
139455 199 66780243
145672 68 66150233
92777 369 41057018
266397 489691 97773097
342722 489691 65671667
99002 293 43800795
148835 428 67364473
423917 489701 31073392
